"Country","Year","Pathogen","Antibiotic","Total","Resistant","Data","Region"
"Greece",2020,"Escherichia coli","Oxacillin",0,0,"ATLAS","European Region"
"Greece",2020,"Escherichia coli","Trimethoprim/sulfamethoxazole",106,30,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Amikacin",110,48,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Ampicillin",110,17,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Cefepime",110,70,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Ceftazidime",110,72,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Ceftriaxone",0,0,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Imipenem",110,62,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Levofloxacin",110,74,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Meropenem",110,59,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Minocycline",0,0,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Tigecycline",110,56,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Ciprofloxacin",110,76,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Colistin",110,16,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Gentamicin",110,41,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS","European Region"
"Greece",2020,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",110,70,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Amikacin",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Azithromycin",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Cefepime",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Imipenem",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Levofloxacin",149,37,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Meropenem",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Minocycline",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Benzylpenicillin",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Tigecycline",149,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Colistin",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Doripenem",0,0,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Gentamicin",149,8,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Oxacillin",149,44,"ATLAS","European Region"
"Greece",2020,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",149,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Amikacin",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Ampicillin",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Azithromycin",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Cefepime",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Ceftazidime",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Ceftriaxone",5,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Imipenem",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Levofloxacin",5,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Meropenem",5,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Minocycline",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Benzylpenicillin",5,3,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Tigecycline",5,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Ciprofloxacin",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Colistin",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Doripenem",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Gentamicin",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Oxacillin",0,0,"ATLAS","European Region"
"Greece",2020,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS","European Region"
"Guatemala",2017,"Acinetobacter baumannii","Amikacin",25,24,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Cefepime",25,25,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Ceftazidime",25,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Ceftriaxone",25,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Imipenem",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Levofloxacin",25,21,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Meropenem",25,25,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Minocycline",25,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Tigecycline",25,7,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Colistin",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Doripenem",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Gentamicin",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2017,"Acinetobacter baumannii","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Amikacin",30,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Ampicillin",30,27,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Cefepime",30,10,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Ceftazidime",30,12,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Ceftriaxone",30,14,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Imipenem",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Levofloxacin",30,16,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Meropenem",30,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Minocycline",30,12,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Tigecycline",30,1,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Colistin",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Gentamicin",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2017,"Escherichia coli","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Amikacin",20,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Ampicillin",20,20,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Cefepime",20,9,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Ceftazidime",20,6,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Ceftriaxone",20,11,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Imipenem",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Levofloxacin",20,6,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Meropenem",20,3,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Minocycline",20,5,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Tigecycline",20,15,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Colistin",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Gentamicin",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2017,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Amikacin",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Azithromycin",39,16,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Cefepime",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Imipenem",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Levofloxacin",42,12,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Meropenem",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Minocycline",42,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Benzylpenicillin",42,42,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Tigecycline",42,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Colistin",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Doripenem",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Gentamicin",0,0,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Oxacillin",42,13,"ATLAS",NA
"Guatemala",2017,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Amikacin",31,25,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Cefepime",31,28,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Ceftazidime",31,30,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Imipenem",31,30,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Levofloxacin",31,28,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Meropenem",31,30,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Minocycline",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Tigecycline",31,22,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Ciprofloxacin",31,28,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Colistin",31,1,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Doripenem",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Gentamicin",31,28,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2018,"Acinetobacter baumannii","Trimethoprim/sulfamethoxazole",31,29,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Amikacin",69,2,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Ampicillin",69,35,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Cefepime",69,23,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Ceftazidime",69,19,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Imipenem",69,1,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Levofloxacin",69,48,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Meropenem",69,1,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Minocycline",0,0,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Tigecycline",69,1,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Ciprofloxacin",69,49,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Colistin",69,0,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Gentamicin",69,15,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2018,"Escherichia coli","Trimethoprim/sulfamethoxazole",69,43,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Amikacin",44,3,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Ampicillin",44,23,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Cefepime",44,19,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Ceftazidime",44,21,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Imipenem",44,6,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Levofloxacin",44,16,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Meropenem",44,6,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Minocycline",0,0,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Tigecycline",44,9,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Ciprofloxacin",44,23,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Colistin",44,2,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Gentamicin",44,19,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2018,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",44,26,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Amikacin",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Cefepime",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Imipenem",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Levofloxacin",87,23,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Meropenem",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Minocycline",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Tigecycline",87,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Colistin",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Doripenem",0,0,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Gentamicin",87,10,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Oxacillin",87,23,"ATLAS",NA
"Guatemala",2018,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",87,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Amikacin",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Cefepime",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Ceftazidime",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Ceftriaxone",10,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Imipenem",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Levofloxacin",10,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Meropenem",10,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Minocycline",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Benzylpenicillin",10,2,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Tigecycline",10,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Colistin",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Doripenem",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Gentamicin",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2018,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Amikacin",55,39,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Cefepime",55,44,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Ceftazidime",55,48,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Imipenem",55,51,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Levofloxacin",55,42,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Meropenem",55,51,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Minocycline",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Tigecycline",55,31,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Ciprofloxacin",55,45,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Colistin",55,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Doripenem",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Gentamicin",55,43,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2019,"Acinetobacter baumannii","Trimethoprim/sulfamethoxazole",55,42,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Amikacin",52,5,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Ampicillin",52,20,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Cefepime",52,14,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Ceftazidime",52,18,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Imipenem",52,2,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Levofloxacin",52,18,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Meropenem",52,2,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Minocycline",0,0,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Tigecycline",52,0,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Ciprofloxacin",52,17,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Colistin",52,1,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Doripenem",0,0,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Gentamicin",52,13,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2019,"Escherichia coli","Trimethoprim/sulfamethoxazole",52,23,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Amikacin",60,17,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Ampicillin",60,35,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Cefepime",60,34,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Ceftazidime",60,37,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Imipenem",60,25,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Levofloxacin",60,25,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Meropenem",60,26,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Minocycline",0,0,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Tigecycline",60,26,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Ciprofloxacin",60,42,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Colistin",60,0,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Doripenem",0,0,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Gentamicin",60,31,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2019,"Klebsiella pneumoniae","Trimethoprim/sulfamethoxazole",60,35,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Amikacin",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Cefepime",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Ceftazidime",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Imipenem",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Levofloxacin",82,41,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Meropenem",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Minocycline",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Benzylpenicillin",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Tigecycline",82,3,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Colistin",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Doripenem",0,0,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Gentamicin",82,14,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Oxacillin",82,47,"ATLAS",NA
"Guatemala",2019,"Staphylococcus aureus","Trimethoprim/sulfamethoxazole",82,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Amikacin",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Cefepime",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Ceftazidime",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Ceftriaxone",23,3,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Imipenem",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Levofloxacin",23,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Meropenem",23,4,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Minocycline",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Benzylpenicillin",23,10,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Tigecycline",23,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Ciprofloxacin",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Colistin",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Doripenem",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Gentamicin",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Oxacillin",0,0,"ATLAS",NA
"Guatemala",2019,"Streptococcus pneumoniae","Trimethoprim/sulfamethoxazole",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Amikacin",73,55,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Ampicillin",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Azithromycin",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Cefepime",73,56,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Ceftazidime",73,59,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Ceftriaxone",0,0,"ATLAS",NA
"Guatemala",2020,"Acinetobacter baumannii","Imipenem",73,62,"ATLAS",NA
